2018-08-06 22:42:07,540 [   6539]   INFO - pl.projectlevelman.NewMappings - VCS Root: [] - [<Project>] 
2018-08-06 22:42:07,540 [   6539]   INFO - pl.projectlevelman.NewMappings - VCS Root: [Git] - [D:/projects/activitytest/activitydemo] 
2018-08-06 22:42:07,893 [   6892]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.openapi.actionSystem.impl.ActionPreloader@40b06420 
2018-08-06 22:42:08,364 [   7363]   INFO - exImpl$StubIndexInitialization - Initialization done:863 
2018-08-06 22:42:08,783 [   7782]   INFO - ellij.project.impl.ProjectImpl - 185 project components initialized in 2207 ms 
2018-08-06 22:42:09,356 [   8355]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.ui.search.SearchableOptionPreloader@c6754ba 
2018-08-06 22:42:09,610 [   8609]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.codeInsight.completion.CompletionPreloader@1c45c4ce 
2018-08-06 22:42:09,623 [   8622]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.actions.GotoClassPresentationUpdater@29cac9bc 
2018-08-06 22:42:09,763 [   8762]   INFO - le.impl.ModuleManagerComponent - 2 module(s) loaded in 980 ms 
2018-08-06 22:42:09,904 [   8903]   INFO - j.ide.script.IdeStartupScripts - 0 startup script(s) found 
2018-08-06 22:42:09,982 [   8981]   WARN - om.intellij.util.ProfilingUtil - Profiling agent is not enabled. Add -agentlib:yjpagent to idea.vmoptions if necessary to profile IDEA. 
2018-08-06 22:42:10,334 [   9333]   INFO - CompilerBackwardReferenceIndex - backward reference index version differ due to: class java.io.FileNotFoundException 
2018-08-06 22:42:10,824 [   9823]   INFO - ellij.project.impl.ProjectImpl - 20 project components initialized in 16 ms 
2018-08-06 22:42:10,886 [   9885]   INFO - .diagnostic.PerformanceWatcher - Pushing properties took 93ms; general responsiveness: ok; EDT responsiveness: ok 
2018-08-06 22:42:11,089 [  10088]   INFO - rojectCodeStyleSettingsManager - Initialized from default code style settings. 
2018-08-06 22:42:11,953 [  10952]   INFO - tartup.impl.StartupManagerImpl - OpenFilesActivity run in 1145ms under project opening modal progress 
2018-08-06 22:42:12,016 [  11015]   INFO - ge.ExternalProjectsDataStorage - Loaded external projects data in 16 millis 
2018-08-06 22:42:12,359 [  11358]   INFO - .diagnostic.PerformanceWatcher - Post-startup activities under progress took 1598ms; general responsiveness: ok; EDT responsiveness: ok 
2018-08-06 22:42:12,394 [  11393]   INFO - cloudConfig.CloudConfigManager - === Start.updateInitStatus === 
2018-08-06 22:42:12,410 [  11409]   INFO - cloudConfig.CloudConfigManager - === StatusBar.update create === 
2018-08-06 22:42:12,410 [  11409]   INFO - cloudConfig.CloudConfigManager - === calculateInitStatus === 
2018-08-06 22:42:12,751 [  11750]   INFO - j.ide.ui.OptionsTopHitProvider - 230 ms spent to cache options in application 
2018-08-06 22:42:12,938 [  11937]   INFO - Json.PackageJsonUpdateNotifier - processPackageJsonFiles [] 
2018-08-06 22:42:12,969 [  11968]   INFO - tartup.impl.StartupManagerImpl - D:/projects/activitytest/.idea case-sensitivity: expected=false actual=false 
2018-08-06 22:42:13,000 [  11999]   INFO -  #git4idea.commands.GitHandler - [.] git version 
2018-08-06 22:42:13,141 [  12140]   INFO -  #git4idea.commands.GitHandler - git version 2.18.0.windows.1 
2018-08-06 22:42:13,172 [  12171]   INFO - ea.config.GitExecutableManager - Git version for C:\Program Files\Git\cmd\git.exe : 2.18.0 
2018-08-06 22:42:13,394 [  12393]   INFO - pl.projectlevelman.NewMappings - VCS Root: [Git] - [D:/projects/activitytest/activitydemo] 
2018-08-06 22:42:13,518 [  12517]   INFO - tor.impl.FileEditorManagerImpl - Project opening took 7040 ms 
